zip,Cnsmr,APTC_Cnsmr,APTC_Cnsmr_Avg_APTC
39339,"1,671","1,648",$588
39341,"1,021","1,005",$580
39342,214,*,*
39345,695,684,$609
39346,232,*,*
39347,171,*,*
39348,96,*,*
39350,"2,110","2,083",$584
39352,106,*,*
39354,206,*,*
39355,724,708,$606
39356,62,*,*
39358,155,*,*
39359,20,*,*
39360,595,*,*
39361,192,*,*
39362,394,*,*
39363,211,*,*
39364,328,*,*
39365,654,640,$595
39366,183,*,*
39367,"2,193","2,166",$579
39401,"4,558","4,457",$593
39402,"3,265","3,165",$554
39403,*,*,*
39404,11,*,*
39406,16,*,*
39407,*,*,*
39421,415,*,*
39422,693,680,$577
39423,245,*,*
39425,133,*,*
39426,"1,220","1,183",$614
39427,153,*,*
39428,"1,255","1,239",$597
39429,"2,148","2,120",$602
39437,"1,280","1,249",$564
39439,539,*,*
39440,"2,286","2,242",$577
39441,11,*,*
39442,*,*,*
39443,"2,137","2,094",$599
39451,388,*,*
39452,"2,349","2,315",$625
39455,888,863,$625
39456,178,*,*
39457,*,*,*
39459,431,*,*
39460,*,*,*
39461,50,*,*
39462,108,*,*
39463,*,*,*
39464,241,*,*
39465,"1,751","1,704",$594
39466,"2,299","2,256",$628
39470,910,891,$617
39474,767,756,$620
39475,"1,096","1,076",$570
39476,849,*,*
39477,63,*,*
39478,248,*,*
39479,666,*,*
39480,220,*,*
39481,180,*,*
39482,"1,065","1,037",$590
39483,763,746,$576
39501,"3,639","3,584",$587
39502,*,*,*
39503,"4,782","4,681",$577
39505,*,*,*
39506,14,*,*
39507,"1,612","1,588",$597
39520,"1,456","1,415",$647
39521,*,*,*
39525,480,465,$653
39530,"1,155","1,130",$615
39531,"1,851","1,818",$582
39532,"2,963","2,890",$591
39533,*,*,*
39534,*,*,*
39535,*,*,*
39540,"1,388","1,358",$579
39552,*,*,*
39553,"1,587","1,568",$588
39555,*,*,*
39556,748,732,$626
39560,"1,301","1,272",$597
39561,214,*,*
39562,"1,217","1,199",$632
39563,"1,655","1,642",$631
39564,"3,247","3,162",$580
39565,"1,728","1,689",$613
39566,*,*,*
39567,917,894,$592
39568,*,*,*
39569,*,*,*
39571,"1,159","1,141",$613
39572,108,*,*
39573,689,678,$628
39574,"1,264","1,250",$612
39576,568,*,*
39577,"1,068","1,048",$615
39581,"1,291","1,279",$575
39601,"2,832","2,797",$590
39602,*,*,*
39603,*,*,*
39629,679,665,$566
39630,119,*,*
39631,372,*,*
39633,117,*,*
39635,*,*,*
39638,354,*,*
39641,456,440,$610
39643,188,*,*
39645,434,*,*
39647,85,*,*
39648,"2,969","2,918",$590
39649,*,*,*
39652,"1,046","1,025",$617
39653,166,*,*
39654,643,*,*
39656,110,*,*
39657,275,*,*
39661,321,*,*
39662,168,*,*
39663,345,*,*
39664,192,*,*
39665,83,*,*
39666,"1,140","1,107",$590
39667,"1,686","1,659",$602
39668,88,*,*
39669,440,*,*
39701,"1,950","1,917",$587
39702,"2,825","2,791",$578
39703,*,*,*
39704,15,*,*
39705,"1,121","1,092",$571
39710,*,*,*
39730,"1,430",*,*
39735,341,*,*
39736,66,*,*
39737,20,*,*
39739,383,*,*
39740,430,*,*
39741,168,*,*
39743,290,*,*
39744,528,517,$618
39745,36,*,*
39746,296,*,*
39747,157,*,*
39750,339,*,*
39751,131,*,*
39752,167,*,*
39753,*,*,*
39754,*,*,*
39755,122,*,*
39756,329,*,*
39759,"3,500","3,428",$540
39760,*,*,*
39762,27,*,*
39766,274,*,*
39767,66,*,*
39769,142,*,*
39771,11,*,*
39772,251,*,*
39773,"2,044","2,011",$575
39776,193,*,*
39813,248,*,*
39815,220,*,*
39817,"1,741","1,709",$454
39818,22,*,*
39819,"1,531","1,496",$446
39823,"1,082","1,059",$485
39824,34,*,*
39825,186,*,*
39826,95,*,*
39827,478,450,$464
39828,"2,046","2,000",$448
39829,*,*,*
39832,*,*,*
39834,292,*,*
39836,53,*,*
39837,692,664,$492
39840,620,*,*
39841,90,*,*
39842,"1,181","1,140",$519
39845,917,901,$486
39846,305,*,*
39851,289,*,*
39852,*,*,*
39854,249,*,*
39859,133,*,*
39861,76,*,*
39862,117,*,*
39866,37,*,*
39867,56,*,*
39870,247,*,*
39877,64,*,*
39885,21,*,*
39886,216,204,$547
39897,397,*,*
39901,*,*,*
42223,*,*,*
42234,*,*,*
43001,90,74,$486
43002,*,*,*
43003,138,*,*
43004,"1,186",984,$436
43005,*,*,*
43006,25,*,*
43008,112,*,*
43009,65,*,*
43010,17,*,*
43011,283,244,$509
43013,44,*,*
43014,109,*,*
43015,"2,370","1,989",$466
43016,"1,874","1,573",$465
43017,"1,623","1,294",$446
43018,12,*,*
43019,313,278,$575
43021,511,377,$451
43022,83,*,*
43023,573,411,$418
43025,239,188,$513
43026,"2,998","2,645",$443
43027,*,*,*
43028,268,232,$572
43029,21,*,*
43030,*,*,*
43031,462,372,$493
43032,*,*,*
43033,*,*,*
43035,"1,423","1,205",$454
43036,16,*,*
43037,16,*,*
43040,"1,552","1,405",$478
43044,211,199,$520
43045,36,*,*
43046,134,115,$495
43047,*,*,*
43048,*,*,*
43050,"1,023",919,$568
43054,"1,015",730,$428
43055,"2,380","2,202",$504
43056,611,551,$499
43058,*,*,*
43060,60,*,*
43061,187,139,$487
43062,"1,135",966,$477
43064,594,455,$440
43065,"1,785","1,371",$439
43066,59,*,*
43067,58,*,*
43068,"2,587","2,410",$478
43070,*,*,*
43071,102,91,$568
43072,227,199,$506
43073,*,*,*
43074,659,547,$439
43076,363,312,$546
43077,*,*,*
43078,714,646,$541
43080,197,165,$553
43081,"2,804","2,390",$455
43082,"1,118",843,$451
43083,*,*,*
43084,35,*,*
43085,"1,039",824,$445
43086,*,*,*
43101,*,*,*
43102,185,159,$490
43103,415,348,$545
43105,302,256,$531
43106,54,*,*
43107,148,120,$478
43109,*,*,*
43110,"1,655","1,456",$468
43111,*,*,*
43112,198,163,$447
43113,818,713,$556
43115,35,*,*
43116,71,59,$499
43117,*,*,*
43119,"1,256","1,126",$464
43123,"2,463","2,104",$473
43125,590,523,$491
43126,15,*,*
43127,*,*,*
43128,92,80,$565
43130,"2,297","2,020",$519
43135,173,160,$600
43136,68,56,$403
43137,133,119,$519
43138,682,636,$535
43140,725,633,$508
43142,*,*,*
43143,222,189,$521
43144,11,*,*
43145,82,*,*
43146,289,238,$568
43147,"1,653","1,386",$426
43148,88,77,$495
43149,89,76,$674
43150,79,62,$575
43151,*,*,*
43152,38,*,*
43153,21,*,*
43154,118,99,$524
43155,85,*,*
43156,*,*,*
43157,24,*,*
43158,12,*,*
43160,959,877,$562
43162,247,209,$526
43164,85,*,*
43199,*,*,*
43201,"1,068",901,$435
43202,897,770,$412
43203,609,561,$492
43204,"2,472","2,304",$481
43205,928,849,$488
43206,"1,526","1,330",$488
43207,"2,822","2,625",$508
43209,"1,262","1,011",$478
43210,13,*,*
43211,"1,975","1,923",$509
43212,808,567,$414
43213,"2,070","1,959",$498
43214,"1,238",987,$445
43215,796,577,$446
43216,*,*,*
43217,141,*,*
43218,*,*,*
43219,"2,030","1,935",$499
43220,"1,254","1,000",$443
43221,"1,312","1,007",$431
43222,321,*,*
43223,"1,721","1,655",$492
43224,"2,961","2,816",$488
43226,*,*,*
43227,"1,791","1,725",$510
43228,"3,536","3,381",$447
43229,"3,316","3,131",$474
43230,"2,734","2,382",$485
43231,"1,148","1,071",$475
43232,"2,872","2,746",$492
43234,*,*,*
43235,"1,915","1,626",$444
43236,*,*,*
43240,314,286,$463
43260,*,*,*
43266,*,*,*
43271,*,*,*
43279,*,*,*
43301,*,*,*
43302,"2,032","1,919",$621
43310,104,93,$548
43311,756,702,$570
43314,115,93,$605
43315,229,207,$598
43316,242,200,$607
43317,*,*,*
43318,114,*,*
43319,20,*,*
43320,56,*,*
43321,12,*,*
43322,11,*,*
43323,11,*,*
43324,90,79,$526
43325,*,*,*
43326,483,465,$589
43330,*,*,*
43331,172,158,$660
43332,55,*,*
43333,29,*,*
43334,285,260,$591
43336,*,*,*
43337,24,*,*
43338,383,346,$635
43340,47,35,$582
43341,23,*,*
43342,105,*,*
43343,44,*,*
43344,191,175,$518
43345,40,*,*
43346,*,*,*
43347,70,*,*
43348,78,*,*
43350,*,*,*
43351,461,412,$525
43356,36,*,*
43357,124,111,$541
43358,86,71,$631
43359,32,*,*
43360,42,*,*
43402,"1,061",887,$471
43403,*,*,*
43406,62,*,*
43407,20,*,*
43408,*,*,*
43410,309,285,$623
43412,140,117,$585
43413,55,*,*
43416,86,*,*
43420,"1,068",981,$591
43430,144,*,*
43431,138,123,$575
43432,48,32,$578
43433,*,*,*
43434,*,*,*
43435,50,38,$564
43437,11,*,*
43438,18,*,*
43439,*,*,*
43440,185,165,$588
43441,*,*,*
43442,37,*,*
43443,55,*,*
43445,29,*,*
43446,*,*,*
43447,116,104,$512
43449,281,252,$570
43450,111,88,$498
43451,45,*,*
43452,615,535,$553
43456,54,42,$415
43457,48,*,*
43458,*,*,*
43460,194,157,$513
43462,50,*,*
43463,*,*,*
43464,57,*,*
43465,183,169,$483
43466,83,68,$533
43467,*,*,*
43468,*,*,*
43469,80,67,$577
43501,35,*,*
43502,226,190,$458
43504,34,*,*
43505,*,*,*
43506,596,555,$517
43510,*,*,*
43511,38,*,*
43512,914,835,$518
43515,258,225,$536
43516,121,*,*
43517,93,*,*
43518,122,*,*
43519,*,*,*
43520,*,*,*
43521,77,*,*
43522,130,118,$511
43523,*,*,*
43524,44,*,*
43525,28,*,*
43526,218,195,$496
43527,94,78,$529
43528,621,522,$519
43529,13,*,*
43531,*,*,*
43532,126,109,$526
43533,58,*,*
43534,73,*,*
43535,19,*,*
43536,16,*,*
43537,"1,096",906,$483
43540,53,*,*
43541,*,*,*
43542,180,153,$453
43543,252,233,$532
43545,559,493,$505
43547,*,*,*
43548,40,*,*
43549,51,*,*
43551,"1,621","1,282",$453
43553,*,*,*
43554,91,*,*
43555,13,*,*
43556,55,*,*
43557,89,*,*
43558,474,398,$556
43560,"1,283","1,060",$444
43565,21,*,*
43566,304,242,$436
43567,464,431,$501
43569,114,95,$523
43570,99,*,*
43571,269,206,$471
43601,*,*,*
43603,*,*,*
43604,641,611,$516
43605,"1,302","1,273",$509
43606,"1,026",933,$497
43607,"1,326","1,277",$505
43608,817,*,*
43609,"1,139","1,115",$493
43610,281,*,*
43611,711,659,$526
43612,"1,305","1,247",$501
43613,"1,227","1,127",$507
43614,"1,167","1,023",$522
43615,"1,804","1,636",$499
43616,639,559,$524
43617,289,247,$462
43619,229,210,$495
43620,327,315,$523
43623,800,724,$484
43635,*,*,*
43681,*,*,*
43697,*,*,*
43701,"2,135","1,955",$558
43702,*,*,*
43711,*,*,*
43713,227,213,$614
43716,63,*,*
43717,*,*,*
43718,134,104,$607
43719,84,*,*
43720,54,*,*
43721,*,*,*
43722,*,*,*
43723,181,168,$585
43724,207,195,$662
43725,697,633,$578
43727,46,*,*
43728,33,*,*
43730,63,*,*
43731,155,*,*
43732,58,47,$593
43733,*,*,*
43734,40,*,*
43735,*,*,*
43738,*,*,*
43739,91,*,*
43740,11,*,*
43746,33,*,*
43747,46,*,*
43748,81,*,*
43749,79,65,$585
43750,*,*,*
43752,*,*,*
43754,22,*,*
43755,69,*,*
43756,169,153,$633
43757,*,*,*
43758,106,87,$641
43759,*,*,*
43760,68,*,*
43761,*,*,*
43762,114,*,*
43764,280,254,$543
43766,52,*,*
43767,61,*,*
43768,*,*,*
43771,53,*,*
43772,48,*,*
43773,99,87,$582
43777,131,*,*
43778,39,27,$680
43779,28,*,*
43780,75,*,*
43782,28,*,*
43783,127,107,$573
43787,70,*,*
43788,21,*,*
43791,*,*,*
43793,115,104,$706
43802,48,*,*
43804,30,*,*
43805,*,*,*
43811,30,*,*
43812,687,630,$603
43821,167,146,$574
43822,175,*,*
43824,90,*,*
43830,226,191,$548
43832,240,*,*
43836,*,*,*
43837,54,*,*
43840,55,*,*
43842,*,*,*
43843,39,*,*
43844,169,157,$593
43845,141,*,*
43901,55,*,*
43902,11,*,*
43903,74,*,*
43905,*,*,*
43906,274,262,$603
43907,163,148,$621
43908,32,*,*
43909,*,*,*
43910,102,91,$666
43912,226,209,$572
43913,63,*,*
43914,*,*,*
43915,64,53,$625
43916,*,*,*
43917,94,*,*
43920,821,743,$578
43925,*,*,*
43926,13,*,*
43927,*,*,*
43928,*,*,*
43930,22,*,*
43931,*,*,*
43932,21,*,*
43933,69,*,*
43934,*,*,*
43935,282,*,*
43938,195,178,$550
43939,*,*,*
43940,15,*,*
43942,69,*,*
43943,105,92,$565
43944,78,*,*
43945,99,*,*
43946,56,*,*
43947,154,*,*
43948,*,*,*
43950,436,388,$588
43951,*,*,*
43952,797,752,$553
43953,372,339,$556
43961,*,*,*
43962,*,*,*
43963,42,*,*
43964,261,231,$582
43967,*,*,*
43968,216,199,$557
43970,*,*,*
43971,39,*,*
43973,59,*,*
43974,*,*,*
43976,63,48,$529
43977,62,*,*
43981,*,*,*
43983,11,*,*
43985,*,*,*
43986,64,*,*
43988,67,*,*
44001,645,544,$453
44003,144,129,$535
44004,"1,211","1,117",$491
44005,*,*,*
44010,79,*,*
44011,749,596,$415
44012,759,655,$443
44017,562,481,$445
44021,199,174,$450
44022,601,461,$419
44023,589,490,$474
44024,971,801,$466
44026,448,376,$472
44028,453,365,$449
44030,545,488,$490
44032,64,*,*
44033,*,*,*
44035,"2,421","2,223",$480
44036,*,*,*
44039,"1,082",917,$467
44040,126,88,$410
44041,532,497,$504
44044,440,372,$492
44045,20,*,*
44046,85,*,*
44047,364,326,$469
44048,85,73,$614
44049,*,*,*
44050,168,140,$439
44052,"1,386","1,332",$474
44053,674,618,$476
44054,451,393,$463
44055,833,794,$473
44056,380,325,$484
44057,730,639,$454
44060,"2,055","1,727",$467
44061,*,*,*
44062,270,232,$494
44064,85,72,$425
44065,192,163,$495
44067,694,593,$507
44068,13,*,*
44070,"1,056",935,$443
44072,199,172,$476
44073,*,*,*
44074,376,297,$498
44076,191,163,$496
44077,"2,342","2,027",$456
44080,*,*,*
44081,268,228,$421
44082,35,*,*
44084,151,136,$474
44085,97,84,$470
44086,88,*,*
44087,760,649,$461
44088,*,*,*
44089,546,489,$522
44090,391,336,$477
44092,684,623,$464
44093,53,*,*
44094,"1,383","1,174",$456
44095,"1,189","1,058",$481
44097,*,*,*
44099,60,*,*
44101,19,*,*
44102,"2,494","2,323",$444
44103,"1,181","1,151",$502
44104,"1,441","1,423",$477
44105,"2,550","2,499",$488
44106,"1,098",991,$459
44107,"2,004","1,661",$415
44108,"1,564","1,525",$491
44109,"2,109","1,983",$460
44110,"1,294","1,253",$492
44111,"2,080","1,915",$455
44112,"1,453","1,427",$495
44113,919,778,$434
44114,393,366,$484
44115,457,431,$452
44116,641,479,$451
44117,544,501,$557
44118,"1,859","1,601",$405
44119,654,607,$509
44120,"2,032","1,907",$480
44121,"1,455","1,305",$462
44122,"1,311","1,049",$438
44123,"1,024",985,$466
44124,"1,485","1,272",$447
44125,"1,324","1,235",$466
44126,576,466,$472
44127,333,*,*
44128,"1,780","1,695",$494
44129,870,792,$481
44130,"1,687","1,457",$476
44131,618,497,$482
44132,706,667,$468
44133,"1,128",963,$434
44134,"1,254","1,096",$468
44135,"1,258","1,148",$476
44136,841,696,$451
44137,"1,323","1,248",$478
44138,688,570,$451
44139,862,697,$419
44140,510,387,$391
44141,384,277,$431
44142,612,557,$488
44143,959,841,$459
44144,924,845,$480
44145,"1,196",933,$452
44146,"1,412","1,304",$491
44147,588,492,$438
44149,635,529,$450
44188,*,*,*
44190,*,*,*
44192,*,*,*
44195,*,*,*
44198,*,*,*
44199,*,*,*
44201,186,163,$515
44202,724,609,$460
44203,"1,551","1,392",$497
44210,*,*,*
44212,"1,466","1,272",$445
44214,77,*,*
44215,77,*,*
44216,314,266,$479
44217,136,125,$482
44221,"1,061",915,$452
44222,*,*,*
44223,622,522,$460
44224,"1,343","1,157",$449
44230,239,216,$507
44231,307,278,$499
44232,*,*,*
44233,322,248,$480
44234,150,128,$495
44235,37,*,*
44236,836,634,$412
44237,*,*,*
44240,"1,319","1,151",$442
44241,654,575,$497
44242,*,*,*
44243,*,*,*
44250,49,*,*
44251,19,*,*
44253,104,86,$521
44254,180,163,$516
44255,294,256,$484
44256,"2,155","1,853",$444
44258,*,*,*
44260,479,441,$480
44262,170,139,$516
44264,157,133,$396
44265,*,*,*
44266,"1,149","1,002",$509
44270,292,266,$559
44272,187,154,$459
44273,248,222,$471
44275,110,93,$528
44276,97,85,$517
44278,768,668,$454
44280,178,148,$501
44281,"1,150","1,010",$438
44282,*,*,*
44285,*,*,*
44286,228,180,$459
44287,282,261,$521
44288,115,*,*
44301,820,772,$501
44302,316,293,$477
44303,369,316,$443
44304,151,*,*
44305,"1,160","1,096",$481
44306,"1,374","1,314",$491
44307,501,484,$496
44308,72,*,*
44309,*,*,*
44310,"1,019",936,$489
44311,383,366,$480
44312,"1,259","1,110",$498
44313,"1,193","1,033",$451
44314,975,916,$500
44315,*,*,*
44316,*,*,*
44319,859,736,$501
44320,"1,163","1,099",$494
44321,565,466,$468
44325,*,*,*
44326,*,*,*
44333,743,590,$423
44401,53,*,*
44402,118,*,*
44403,129,117,$561
44404,57,*,*
44405,347,331,$533
44406,694,587,$494
44408,350,322,$540
44410,513,465,$541
44411,92,*,*
44412,70,56,$564
44413,242,231,$541
44415,*,*,*
44416,*,*,*
44417,41,*,*
44418,42,*,*
44420,524,474,$512
44423,87,*,*
44424,*,*,*
44425,493,448,$526
44427,49,*,*
44428,101,*,*
44429,79,*,*
44430,108,*,*
44431,175,*,*
44432,359,330,$548
44436,111,*,*
44437,102,85,$517
44438,187,176,$545
44440,153,133,$521
44441,48,*,*
44442,122,111,$458
44443,67,55,$469
44444,328,291,$544
44445,102,*,*
44446,732,690,$537
44449,43,*,*
44450,54,*,*
44451,112,100,$496
44452,105,86,$530
44453,*,*,*
44454,25,*,*
44455,57,*,*
44460,867,805,$546
44470,140,122,$513
44471,354,330,$501
44473,119,*,*
44481,290,270,$552
44483,936,890,$521
44484,865,785,$491
44485,785,758,$506
44486,*,*,*
44490,23,*,*
44491,83,*,*
44493,*,*,*
44501,*,*,*
44502,498,*,*
44503,38,*,*
44504,211,*,*
44505,766,731,$514
44506,134,*,*
44507,306,*,*
44509,536,522,$507
44510,130,*,*
44511,721,655,$510
44512,"1,301","1,172",$496
44513,*,*,*
44514,711,598,$501
44515,829,759,$526
44601,"1,268","1,184",$530
44606,109,*,*
44607,*,*,*
44608,59,*,*
44609,125,*,*
44610,*,*,*
44611,47,*,*
44612,149,*,*
44613,61,*,*
44614,456,409,$494
44615,356,326,$597
44618,169,158,$516
44619,*,*,*
44620,56,*,*
44621,169,*,*
44622,602,555,$631
44624,66,*,*
44625,40,*,*
44626,124,*,*
44627,54,*,*
44628,31,*,*
44629,63,*,*
44630,*,*,*
44632,359,313,$494
44633,46,*,*
44634,59,*,*
44636,*,*,*
44637,72,*,*
44638,40,*,*
44639,*,*,*
44640,*,*,*
44641,654,596,$523
44643,90,79,$527
44644,156,145,$580
44645,81,*,*
44646,"1,633","1,503",$498
44647,638,608,$567
44648,*,*,*
44650,*,*,*
44651,18,*,*
44652,*,*,*
44653,15,*,*
44654,303,280,$545
44656,121,*,*
44657,298,283,$548
44659,11,*,*
44660,*,*,*
44661,*,*,*
44662,260,229,$520
44663,986,920,$648
44665,*,*,*
44666,133,116,$500
44667,374,347,$557
44669,48,*,*
44670,*,*,*
44671,14,*,*
44672,129,*,*
44675,72,*,*
44676,146,132,$537
44677,105,*,*
44678,*,*,*
44680,124,113,$659
44681,98,*,*
44682,26,*,*
44683,308,297,$610
44685,806,703,$475
44687,*,*,*
44688,135,*,*
44689,21,*,*
44690,*,*,*
44691,"1,470","1,310",$513
44693,*,*,*
44695,55,*,*
44697,*,*,*
44699,37,*,*
44701,18,*,*
44702,59,*,*
44703,454,436,$518
44704,261,*,*
44705,838,816,$515
44706,702,664,$518
44707,490,*,*
44708,948,830,$500
44709,695,630,$495
44710,360,337,$517
44711,*,*,*
44714,375,346,$520
44718,504,421,$480
44720,"1,358","1,190",$476
44721,464,407,$519
44730,213,191,$547
44735,*,*,*
44802,57,*,*
44804,45,*,*
44805,976,888,$512
44807,110,*,*
44809,*,*,*
44811,416,386,$529
44813,269,248,$586
44814,109,*,*
44815,19,*,*
44817,50,33,$580
44818,122,*,*
44820,700,621,$652
44822,93,*,*
44824,100,86,$611
44825,*,*,*
44826,48,*,*
44827,230,*,*
44828,*,*,*
44830,747,693,$543
44833,604,559,$628
44836,84,*,*
44837,115,*,*
44838,*,*,*
44839,388,344,$544
44840,60,*,*
44841,30,*,*
44842,162,136,$578
44843,86,*,*
44844,27,*,*
44846,112,*,*
44847,129,*,*
44849,68,*,*
44850,*,*,*
44851,183,159,$524
44853,59,*,*
44854,46,*,*
44855,40,*,*
44856,*,*,*
44857,860,799,$526
44859,65,*,*
44860,*,*,*
44861,*,*,*
44862,*,*,*
44864,69,*,*
44865,90,*,*
44866,63,*,*
44867,72,*,*
44870,"1,776","1,666",$532
44871,*,*,*
44874,*,*,*
44875,463,422,$658
44878,84,*,*
44880,80,69,$505
44881,*,*,*
44882,95,*,*
44883,"1,231","1,133",$541
44887,20,*,*
44889,211,193,$530
44890,415,387,$568
44901,*,*,*
44902,292,*,*
44903,"1,087","1,014",$606
44904,483,438,$594
44905,399,384,$635
44906,625,596,$618
44907,543,523,$631
45001,48,*,*
45002,591,519,$482
45003,44,*,*
45004,*,*,*
45005,"1,147","1,021",$494
45011,"3,263","2,986",$480
45012,*,*,*
45013,"1,962","1,741",$488
45014,"1,879","1,736",$469
45015,524,487,$490
45018,*,*,*
45030,690,599,$477
45032,19,*,*
45033,18,*,*
45034,62,*,*
45036,"1,449","1,181",$440
45039,"1,171",991,$423
45040,"2,564","2,116",$468
45041,17,*,*
45042,"1,142","1,039",$491
45043,*,*,*
45044,"2,565","2,352",$491
45050,358,311,$466
45052,134,110,$509
45053,108,94,$459
45054,117,106,$521
45055,*,*,*
45056,518,434,$479
45062,28,*,*
45063,*,*,*
45064,112,*,*
45065,264,224,$462
45066,949,759,$431
45067,459,425,$460
45068,426,334,$464
45069,"2,463","2,103",$452
45070,*,*,*
45071,*,*,*
45101,90,*,*
45102,"1,002",915,$479
45103,"1,372","1,210",$476
45106,512,465,$495
45107,406,365,$542
45111,26,*,*
45112,*,*,*
45113,164,147,$495
45114,*,*,*
45115,*,*,*
45118,162,146,$495
45119,*,*,*
45120,150,*,*
45121,414,390,$530
45122,484,422,$485
45123,324,304,$560
45130,177,*,*
45131,11,*,*
45132,*,*,*
45133,882,804,$532
45135,143,*,*
45140,"2,254","1,922",$442
45142,174,161,$544
45144,199,*,*
45146,72,*,*
45147,13,*,*
45148,71,59,$563
45150,"1,201","1,059",$485
45152,579,471,$451
45153,73,57,$556
45154,320,296,$504
45155,*,*,*
45156,*,*,*
45157,464,407,$506
45158,*,*,*
45159,131,114,$531
45160,30,*,*
45162,118,94,$509
45164,15,*,*
45166,*,*,*
45167,150,*,*
45168,89,74,$548
45169,178,166,$544
45171,289,249,$522
45172,*,*,*
45174,123,76,$359
45176,358,320,$524
45177,814,727,$520
45201,13,*,*
45202,"1,125",904,$454
45203,218,*,*
45204,361,345,$477
45205,"1,217","1,176",$479
45206,674,598,$464
45207,356,343,$493
45208,655,429,$397
45209,388,308,$454
45211,"2,124","1,967",$478
45212,"1,047",943,$459
45213,663,591,$456
45214,705,684,$487
45215,"1,436","1,292",$465
45216,557,532,$501
45217,348,323,$483
45218,126,115,$465
45219,506,462,$456
45220,576,501,$446
45221,*,*,*
45222,*,*,*
45223,"1,021",939,$439
45224,"1,023",940,$485
45225,699,686,$470
45226,273,196,$390
45227,849,720,$438
45229,"1,003",977,$490
45230,"1,250","1,059",$448
45231,"1,911","1,778",$502
45232,545,530,$478
45233,551,456,$462
45234,*,*,*
45236,"1,011",853,$464
45237,"1,409","1,342",$480
45238,"1,932","1,775",$478
45239,"1,382","1,290",$509
45240,"1,271","1,182",$477
45241,"1,017",836,$480
45242,910,686,$448
45243,596,395,$422
45244,"1,241","1,014",$458
45245,770,653,$479
45246,652,579,$452
45247,792,649,$512
45248,851,713,$466
45249,600,477,$418
45250,*,*,*
45251,842,791,$487
45252,150,132,$500
45253,*,*,*
45254,*,*,*
45255,825,673,$463
45262,*,*,*
45268,*,*,*
45269,*,*,*
45273,*,*,*
45274,*,*,*
45275,*,*,*
45277,*,*,*
45301,*,*,*
45302,188,171,$488
45303,56,*,*
45304,254,230,$463
45305,351,279,$456
45306,90,*,*
45307,*,*,*
45308,138,*,*
45309,410,341,$482
45310,18,*,*
45311,252,229,$570
45312,51,*,*
45314,105,85,$417
45315,155,122,$483
45316,*,*,*
45317,56,*,*
45318,232,209,$489
45319,*,*,*
45320,504,438,$538
45321,33,*,*
45322,669,596,$520
45323,120,104,$498
45324,"1,341","1,214",$492
45325,76,65,$578
45326,54,*,*
45327,364,311,$479
45328,33,*,*
45330,30,*,*
45331,942,835,$516
45332,34,*,*
45333,53,*,*
45334,72,*,*
45335,205,173,$505
45336,*,*,*
45337,68,*,*
45338,185,158,$543
45339,60,*,*
45340,25,*,*
45341,155,*,*
45342,"1,436","1,235",$493
45343,*,*,*
45344,578,514,$516
45345,217,198,$535
45346,81,*,*
45347,197,*,*
45348,47,*,*
45349,17,*,*
45350,*,*,*
45351,*,*,*
45352,*,*,*
45353,*,*,*
45354,17,*,*
45356,"1,089","1,005",$529
45358,*,*,*
45359,101,90,$464
45360,*,*,*
45361,*,*,*
45362,35,*,*
45363,55,*,*
45365,"1,191","1,091",$523
45368,184,157,$449
45369,120,106,$569
45370,108,70,$516
45371,733,639,$478
45372,*,*,*
45373,"1,329","1,181",$491
45377,509,436,$504
45378,13,*,*
45380,164,137,$507
45381,213,185,$524
45382,42,*,*
45383,262,237,$509
45384,15,*,*
45385,"1,534","1,291",$514
45387,311,237,$438
45388,37,*,*
45389,18,*,*
45390,113,*,*
45401,17,*,*
45402,771,736,$516
45403,"1,014",977,$506
45404,663,641,$511
45405,"1,353","1,313",$517
45406,"1,471","1,423",$529
45409,264,216,$459
45410,926,879,$488
45412,*,*,*
45413,*,*,*
45414,"1,118","1,019",$519
45415,522,454,$510
45416,356,342,$544
45417,"1,998","1,934",$538
45419,556,445,$463
45420,"1,072",976,$503
45422,*,*,*
45424,"1,956","1,793",$480
45426,740,704,$533
45428,11,*,*
45429,"1,044",867,$517
45430,240,191,$459
45431,880,791,$475
45432,524,468,$479
45433,11,*,*
45434,425,319,$405
45437,*,*,*
45439,499,461,$485
45440,701,591,$479
45449,685,619,$526
45458,"1,315","1,049",$465
45459,949,757,$504
45469,*,*,*
45470,*,*,*
45475,*,*,*
45501,*,*,*
45502,501,418,$528
